iter	Logloss
0	0.6337840597
1	0.5844271593
2	0.5456783138
3	0.5180540653
4	0.4981566579
5	0.476259852
6	0.4604464233
7	0.4456436183
8	0.4297859702
9	0.4203374652
10	0.4110792695
11	0.4055893092
12	0.4012688416
13	0.3966528888
14	0.3902924605
15	0.3854756564
16	0.3809556404
17	0.3752019679
18	0.3719740454
19	0.3688176511
20	0.3645481518
21	0.3613256637
22	0.3573800431
23	0.3534179999
24	0.3497362795
25	0.346188348
26	0.3424777008
27	0.3398376071
28	0.338464552
29	0.3361462117
30	0.3333373495
31	0.3296908171
32	0.3271969082
33	0.3250990182
34	0.3210970642
35	0.3184012228
36	0.3159372459
37	0.3141629346
38	0.3133913231
39	0.3126787824
40	0.3118351598
41	0.3107908737
42	0.3083636853
43	0.3061123708
44	0.3034579679
45	0.3016857392
46	0.3000445157
47	0.2984742149
48	0.2971566229
49	0.2966393912
50	0.2950363383
51	0.2939717009
52	0.2925634003
53	0.2918453136
54	0.2900908681
55	0.2894908661
56	0.2884521072
57	0.286992546
58	0.2862854334
59	0.2836870335
60	0.2824790186
61	0.2810490801
62	0.279971059
63	0.2792691599
64	0.2762930249
65	0.2750886358
66	0.273947808
67	0.2734688559
68	0.2724880149
69	0.2712441447
70	0.2696505555
71	0.2679945776
72	0.2669989897
73	0.2642012581
74	0.2631975959
75	0.2622084999
76	0.2602249962
77	0.2586494833
78	0.258278551
79	0.2576066321
80	0.2550424012
81	0.2532741957
82	0.2521374052
83	0.2511121348
84	0.2493824109
85	0.2478706544
86	0.2465863308
87	0.2449805462
88	0.2433981349
89	0.2418701142
90	0.2400683128
91	0.2381395109
92	0.237031458
93	0.2366316751
94	0.2365108999
95	0.2344219778
96	0.2322460443
97	0.2306247995
98	0.2292229793
99	0.2290743892
100	0.2275832213
101	0.2274563307
102	0.2273641021
103	0.225890554
104	0.2252311617
105	0.2235112542
106	0.2214925493
107	0.2204324125
108	0.218818106
109	0.2187429943
110	0.2161702814
111	0.2160991104
112	0.2145849791
113	0.2135008076
114	0.2123259076
115	0.2103148757
116	0.208849646
117	0.2073132641
118	0.2072395654
119	0.2066349932
120	0.2046030523
121	0.2028379188
122	0.2004492012
123	0.2003810882
124	0.1994329911
125	0.1982774897
126	0.196570277
127	0.1947645214
128	0.1931130255
129	0.1914938857
130	0.1903608252
131	0.1889593548
132	0.1889058233
133	0.1888425928
134	0.1886142034
135	0.1877270135
136	0.1860677039
137	0.1843586797
138	0.1827377643
139	0.1807836545
140	0.1792252168
141	0.1781157223
142	0.1766557891
143	0.1754912042
144	0.1740681648
145	0.1729610998
146	0.1718052359
147	0.1708592241
148	0.1696298269
149	0.1695538885
150	0.1690511329
151	0.1683976884
152	0.167304429
153	0.1663346681
154	0.164792609
155	0.1632186768
156	0.1620854654
157	0.16061147
158	0.1599051135
159	0.159008784
160	0.1582605264
161	0.1572832813
162	0.1568747068
163	0.1565029435
164	0.15531931
165	0.1541790724
166	0.1541381256
167	0.1533736349
168	0.1528533445
169	0.1517578625
170	0.1517242025
171	0.1507933802
172	0.1495923991
173	0.1495564722
174	0.1494549743
175	0.1489027101
176	0.1479841924
177	0.1467095323
178	0.1460318033
179	0.1453614925
180	0.1443863208
181	0.1443563868
182	0.1436655531
183	0.1432352317
184	0.1421413413
185	0.1418533583
186	0.1412567762
187	0.1401742125
188	0.1391056858
189	0.1377593166
190	0.1366819409
191	0.1365148501
192	0.1364177576
193	0.1352948498
194	0.1341242445
195	0.1334205423
196	0.1323537334
197	0.1322307081
198	0.1318971974
199	0.1312929783
23
09012941559
1
199	0.07574279137
4358987
199	0.05977969653
5386952
904
199	0.03084066218
