iter	Logloss
0	0.6370677696
1	0.5890001419
2	0.5407543878
3	0.4987065741
4	0.4640332237
5	0.4361708064
6	0.4165944667
7	0.3972112793
8	0.3779092205
9	0.3619665876
10	0.3476409927
11	0.3348504519
12	0.3260953253
13	0.3204044475
14	0.3115786032
15	0.3043549894
16	0.2978378773
17	0.2946217799
18	0.2897450823
19	0.2871479408
20	0.2823627574
21	0.2787583167
22	0.275880225
23	0.2739002068
24	0.2716580969
25	0.268840306
26	0.2673198105
27	0.2663714523
28	0.2639968717
29	0.2613245679
30	0.2598217687
31	0.2591081055
32	0.2579522615
33	0.2571563509
34	0.2551421658
35	0.2541609459
36	0.2529700847
37	0.2516210857
38	0.2507987319
39	0.2499319786
40	0.2490377306
41	0.2479341412
42	0.2468510783
43	0.2461452156
44	0.24535886
45	0.2438446028
46	0.2432178925
47	0.2425366808
48	0.2416964493
49	0.2407314454
50	0.2399846688
51	0.2392450504
52	0.2382874095
53	0.2368455891
54	0.2360107248
55	0.2352492137
56	0.2346746924
57	0.2341372462
58	0.2333570365
59	0.2326367626
60	0.2320349278
61	0.2315208323
62	0.231031745
63	0.2303509131
64	0.2298883769
65	0.2296131662
66	0.2292557847
67	0.2286607004
68	0.2277652346
69	0.2276422296
70	0.2270092578
71	0.2263481315
72	0.2259858631
73	0.225473398
74	0.2250912089
75	0.2244966129
76	0.2239907844
77	0.2236745726
78	0.2231296713
79	0.222634067
80	0.2223931478
81	0.2219809767
82	0.2217838821
83	0.2214956404
84	0.2209737248
85	0.2202431312
86	0.2197619383
87	0.2196029277
88	0.2190263873
89	0.2184147638
90	0.2179042439
91	0.2174888627
92	0.2172873887
93	0.2165934216
94	0.2160775096
95	0.2155618759
96	0.2149339356
97	0.2143445716
98	0.2141969967
99	0.2137179907
100	0.2134068545
101	0.2127083198
102	0.21243705
103	0.2120212981
104	0.2115712881
105	0.2112718515
106	0.2107429907
107	0.2105919098
108	0.210252751
109	0.2099478531
110	0.2096730644
111	0.209467091
112	0.2093063491
113	0.2090448939
114	0.2085819658
115	0.2082186698
116	0.2079113542
117	0.2072961403
118	0.2071105566
119	0.2068728595
120	0.2064029465
121	0.2061492063
122	0.2057068993
123	0.2051102801
124	0.2046988214
125	0.2042639908
126	0.2039011227
127	0.2036192268
128	0.2034066844
129	0.2028421248
130	0.202543619
131	0.2020836193
132	0.2018300275
133	0.2015845436
134	0.2012462108
135	0.2011089395
136	0.2007911997
137	0.2005757055
138	0.200063152
139	0.1995969214
140	0.1992402492
141	0.1991617851
142	0.1987680177
143	0.1985367591
144	0.1984255158
145	0.197880429
146	0.1972006457
147	0.196765769
148	0.1965389251
149	0.1961881632
150	0.195846268
151	0.1953316447
152	0.1949682368
153	0.1942255245
154	0.1940842367
155	0.1938373461
156	0.1933823929
157	0.1932459244
158	0.1929118252
159	0.1924150159
160	0.1919312265
161	0.1916434053
162	0.1912798049
163	0.1908344783
164	0.1905341799
165	0.1905006452
166	0.1898514937
167	0.1897440306
168	0.1893637892
169	0.1889871687
170	0.1888496146
171	0.1881600836
172	0.1877096715
173	0.1873594818
174	0.1870509369
175	0.1866886204
176	0.1864607832
177	0.1856847119
178	0.1856556417
179	0.1854182128
180	0.1849825021
181	0.1843863564
182	0.1841718328
183	0.1837429412
184	0.1832599708
185	0.182697684
186	0.1825049176
187	0.1821376331
188	0.181990348
189	0.1818245421
190	0.181622043
191	0.1811962621
192	0.1807364237
193	0.1803777284
194	0.1801546884
195	0.1796152321
196	0.1793004233
197	0.1787483551
198	0.1782592196
199	0.177725547
3
7
44

