iter	Logloss
0	0.6002216737
1	0.5406049051
2	0.4852494342
3	0.4456644806
4	0.4122504174
5	0.3880811574
6	0.3679334807
7	0.3477778911
8	0.3379000943
9	0.3253971373
10	0.3168416918
11	0.3080804658
12	0.2990290005
13	0.2927659597
14	0.2863987472
15	0.2799314872
16	0.2758797753
17	0.271781843
18	0.2693997291
19	0.2655990053
20	0.2628473205
21	0.2593191679
22	0.2565433767
23	0.2545535191
24	0.252208332
25	0.2484744976
26	0.2463738478
27	0.2452039425
28	0.2421202914
29	0.2402185456
30	0.238647511
31	0.2371856734
32	0.2348681923
33	0.2308475734
34	0.229652417
35	0.2283625609
36	0.227354461
37	0.2256218872
38	0.2232681244
39	0.2218352144
40	0.2197103795
41	0.2193137424
42	0.2185747919
43	0.2180168922
44	0.2176524884
45	0.2166256068
46	0.2144746175
47	0.2132604885
48	0.2122997362
49	0.2111566065
50	0.2101539888
51	0.2096140574
52	0.2078039627
53	0.206821622
54	0.2046980969
55	0.203516866
56	0.2031051215
57	0.2024378413
58	0.2012490675
59	0.2002796977
60	0.1984338419
61	0.1964443515
62	0.1955096319
63	0.1937718381
64	0.1935169093
65	0.1923326146
66	0.1916174106
67	0.1895709614
68	0.1892049325
69	0.1877242114
70	0.1870255916
71	0.1851335054
72	0.1837889353
73	0.183448472
74	0.1823437641
75	0.180934651
76	0.1797547889
77	0.1785949066
78	0.1768655878
79	0.176396354
80	0.1760451085
81	0.1754948325
82	0.1740648933
83	0.1723186368
84	0.171071432
85	0.1699212673
86	0.1697392491
87	0.1696145266
88	0.1674052224
89	0.1669187273
90	0.1660463719
91	0.1653750651
92	0.1644259568
93	0.1622376469
94	0.1610390711
95	0.1594256403
96	0.1593406308
97	0.1585364369
98	0.1575477702
99	0.1571403173
100	0.1570559341
101	0.1569262917
102	0.1559013527
103	0.1552213294
104	0.1546826984
105	0.1539760869
106	0.1528190293
107	0.1508351787
108	0.1499062487
109	0.1484389113
110	0.1483079367
111	0.1482201236
112	0.1479615927
113	0.1478291729
114	0.1467199631
115	0.1456285245
116	0.144779176
117	0.1446955565
118	0.1446332017
119	0.1445234634
120	0.1431475982
121	0.1424397917
122	0.1414804962
123	0.140688974
124	0.1398388087
125	0.1388791289
126	0.1372925892
127	0.136584094
128	0.1364216076
129	0.134863563
130	0.1337169596
131	0.1334357229
132	0.1333930754
133	0.1322289697
134	0.1321526527
135	0.1308902907
136	0.1302189945
137	0.1292134951
138	0.1291698625
139	0.1291144884
140	0.128175392
141	0.1268864475
142	0.1252366759
143	0.1244911565
144	0.1237526048
145	0.1236687993
146	0.1231225581
147	0.1222330547
148	0.1211135001
149	0.1201389661
150	0.1198405529
151	0.1190672806
152	0.1182948413
153	0.1172374687
154	0.1165990768
155	0.1156249789
156	0.1143725565
157	0.1134275242
158	0.1124004766
159	0.1123670218
160	0.1115718744
161	0.1115259324
162	0.1114464152
163	0.110152388
164	0.1094423986
165	0.1086835478
166	0.107906088
167	0.1073304283
168	0.1066898035
169	0.1065174672
170	0.1062431426
171	0.1059562557
172	0.1051063534
173	0.1042293436
174	0.1039166629
175	0.1031120813
176	0.1020710882
177	0.1020428463
178	0.1019730969
179	0.1012447864
180	0.1007517703
181	0.09992331376
182	0.09966143487
183	0.09905209379
184	0.09798891808
185	0.09738913338
186	0.09666361781
187	0.09653993051
188	0.09568296728
189	0.09522620194
190	0.09441506679
191	0.09379901172
192	0.09300162032
193	0.092721907
194	0.09194195769
195	0.0912752687
196	0.09058766653
197	0.08997132287
198	0.08958122273
199	0.08889040654
07731578993

199	0.07450707642
531681
3056
0023277
199	0.04038052549
	0.01729513423
198	0.01728437316
199	0.01726739916
